,Propriété,statuts,total HT,Texte,date_debut,time_delta,date_fin,extra_clean,Année,Mois,Semaine,marge,Jour,mois,Fake_extra_clean,Fake_Propriété,Fake_total HT,Fake_montant HT,,,,,,,,,
3684,Propriété 2,standard,232,,2022-08-28 22:30:00,0 days 08:45:00,2022-08-29 07:15:00,William Morgan,2022,2022-08,2022-08-23/2022-08-29,40,2022-08-29,août,William Morgan,Propriété 2,232,119,,,,,,,,,
4149,Propriété 12,standard,818,,2022-06-25 17:00:00,0 days 05:00:00,2022-06-25 22:00:00,Karl Jones,2022,2022-06,2022-06-21/2022-06-27,25,2022-06-25,juin,Karl Jones,Propriété 12,818,157,,,,,,,,,
468,Propriété 7,annulé hôtel,686,,2023-10-27 09:00:00,0 days 03:30:00,2023-10-27 12:30:00,Mr Jordan Bowen,2023,2023-10,2023-10-24/2023-10-30,15,2023-10-27,octobre,Mr Jordan Bowen,Propriété 7,686,495,,,,,,,,,
2194,Propriété 12,annulé hôtel,235,,2023-04-13 17:00:00,0 days 07:00:00,2023-04-14 00:00:00,Henry Shaw,2023,2023-04,2023-04-11/2023-04-17,35,2023-04-14,avril,Henry Shaw,Propriété 12,235,871,,,,,,,,,
4084,Propriété 1,standard,987,,2022-07-07 19:00:00,0 days 13:00:00,2022-07-08 08:00:00,Gary Smith-Elliott,2022,2022-07,2022-07-05/2022-07-11,52,2022-07-08,juillet,Gary Smith-Elliott,Propriété 1,987,866,,,,,,,,,
634,Propriété 12,standard,762,,2023-10-07 20:00:00,0 days 12:00:00,2023-10-08 08:00:00,Henry Shaw,2023,2023-10,2023-10-03/2023-10-09,60,2023-10-08,octobre,Henry Shaw,Propriété 12,762,340,,,,,,,,,
1014,Propriété 7,standard,112,,2023-08-27 21:30:00,0 days 10:00:00,2023-08-28 07:30:00,Bryan Davidson-Hughes,2023,2023-08,2023-08-22/2023-08-28,50,2023-08-28,août,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
4837,Propriété 26,standard,232,,2021-12-12 07:00:00,0 days 08:00:00,2021-12-12 15:00:00,Janet Osborne,2021,2021-12,2021-12-07/2021-12-13,40,2021-12-12,décembre,Janet Osborne,Propriété 26,232,119,,,,,,,,,
1721,Propriété 19,urgente,446,,2023-06-18 21:10:00,0 days 10:50:00,2023-06-19 08:00:00,Stuart Walsh,2023,2023-06,2023-06-13/2023-06-19,100,2023-06-19,juin,Stuart Walsh,Propriété 19,446,91,,,,,,,,,
4565,Propriété 10,standard,811,,2022-03-17 15:30:00,0 days 04:00:00,2022-03-17 19:30:00,Dr Connor Hall,2022,2022-03,2022-03-15/2022-03-21,20,2022-03-17,mars,Dr Connor Hall,Propriété 10,811,381,,,,,,,,,
53,Propriété 13,standard,178,,2023-12-28 22:00:00,0 days 09:30:00,2023-12-29 07:30:00,Deborah Bradley,2023,2023-12,2023-12-26/2024-01-01,45,2023-12-29,décembre,Deborah Bradley,Propriété 13,178,240,,,,,,,,,
1064,Propriété 17,annulé hôtel,193,,2023-08-24 06:00:00,0 days 06:30:00,2023-08-24 12:30:00,Craig Gibson,2023,2023-08,2023-08-22/2023-08-28,30,2023-08-24,août,Craig Gibson,Propriété 17,193,645,,,,,,,,,
4797,Propriété 18,standard,193,,2021-12-28 08:00:00,0 days 06:00:00,2021-12-28 14:00:00,Wayne Chapman,2021,2021-12,2021-12-28/2022-01-03,30,2021-12-28,décembre,Wayne Chapman,Propriété 18,193,645,,,,,,,,,
2798,Propriété 7,standard,818,,2023-01-20 16:30:00,0 days 05:00:00,2023-01-20 21:30:00,Bryan Adams,2023,2023-01,2023-01-17/2023-01-23,25,2023-01-20,janvier,Bryan Adams,Propriété 7,818,157,,,,,,,,,
2306,Propriété 28,standard,425,,2023-03-30 18:00:00,0 days 03:00:00,2023-03-30 21:00:00,Martin Jones,2023,2023-03,2023-03-28/2023-04-03,9,2023-03-30,mars,Martin Jones,Propriété 28,425,495,,,,,,,,,
3435,Propriété 7,standard,818,,2022-10-05 16:00:00,0 days 05:00:00,2022-10-05 21:00:00,Mr Martin Johnson,2022,2022-10,2022-10-04/2022-10-10,25,2022-10-05,octobre,Mr Martin Johnson,Propriété 7,818,157,,,,,,,,,
1832,Propriété 12,standard,232,,2023-06-06 08:00:00,0 days 08:00:00,2023-06-06 16:00:00,Damien Martin,2023,2023-06,2023-06-06/2023-06-12,40,2023-06-06,juin,Damien Martin,Propriété 12,232,119,,,,,,,,,
2864,Propriété 7,standard,112,,2023-01-11 21:30:00,0 days 10:00:00,2023-01-12 07:30:00,Bryan Davidson-Hughes,2023,2023-01,2023-01-10/2023-01-16,50,2023-01-12,janvier,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
4854,Propriété 7,standard,178,,2021-12-03 21:30:00,0 days 09:30:00,2021-12-04 07:00:00,Henry Shaw,2021,2021-12,2021-11-30/2021-12-06,45,2021-12-04,décembre,Henry Shaw,Propriété 7,178,240,,,,,,,,,
12,Propriété 2,standard,232,,2024-01-07 22:30:00,0 days 08:45:00,2024-01-08 07:15:00,Dr Gavin Winter,2024,2024-01,2024-01-02/2024-01-08,40,2024-01-08,janvier,Dr Gavin Winter,Propriété 2,232,119,,,,,,,,,
524,Propriété 7,standard,235,,2023-10-21 14:30:00,0 days 07:00:00,2023-10-21 21:30:00,Mr Jordan Bowen,2023,2023-10,2023-10-17/2023-10-23,35,2023-10-21,octobre,Mr Jordan Bowen,Propriété 7,235,871,,,,,,,,,
4085,Propriété 22,urgente,446,,2022-07-06 22:00:00,0 days 10:00:00,2022-07-07 08:00:00,Dr Wayne Evans,2022,2022-07,2022-07-05/2022-07-11,100,2022-07-07,juillet,Dr Wayne Evans,Propriété 22,446,91,,,,,,,,,
2705,Propriété 21,standard,193,,2023-02-02 18:00:00,0 days 06:00:00,2023-02-03 00:00:00,Henry Shaw,2023,2023-02,2023-01-31/2023-02-06,30,2023-02-03,février,Henry Shaw,Propriété 21,193,645,,,,,,,,,
3201,Propriété 13,urgente,548,,2022-11-17 14:00:00,0 days 06:00:00,2022-11-17 20:00:00,Stanley Hicks-Davies,2022,2022-11,2022-11-15/2022-11-21,60,2022-11-17,novembre,Stanley Hicks-Davies,Propriété 13,548,645,,,,,,,,,
426,Propriété 7,standard,235,,2023-11-01 07:00:00,0 days 07:00:00,2023-11-01 14:00:00,Hollie Smith-Lawrence,2023,2023-11,2023-10-31/2023-11-06,35,2023-11-01,novembre,Hollie Smith-Lawrence,Propriété 7,235,871,,,,,,,,,
4103,Propriété 12,standard,762,,2022-07-02 20:00:00,0 days 12:00:00,2022-07-03 08:00:00,Karl Jones,2022,2022-07,2022-06-28/2022-07-04,60,2022-07-03,juillet,Karl Jones,Propriété 12,762,340,,,,,,,,,
712,Propriété 5,standard,762,,2023-09-28 19:30:00,0 days 12:00:00,2023-09-29 07:30:00,Dr Gavin Winter,2023,2023-09,2023-09-26/2023-10-02,60,2023-09-29,septembre,Dr Gavin Winter,Propriété 5,762,340,,,,,,,,,
3748,Propriété 7,standard,112,,2022-08-21 21:30:00,0 days 10:00:00,2022-08-22 07:30:00,Paige Oliver,2022,2022-08,2022-08-16/2022-08-22,50,2022-08-22,août,Paige Oliver,Propriété 7,112,91,,,,,,,,,
228,Propriété 12,urgente,382,,2023-11-28 20:00:00,0 days 12:10:00,2023-11-29 08:10:00,Dr Gavin Winter,2023,2023-11,2023-11-28/2023-12-04,120,2023-11-29,novembre,Dr Gavin Winter,Propriété 12,382,340,,,,,,,,,
3295,Propriété 15,annulé hôtel,838,,2022-10-28 19:30:00,0 days 12:00:00,2022-10-29 07:30:00,Patricia Evans-Knight,2022,2022-10,2022-10-25/2022-10-31,72,2022-10-29,octobre,Patricia Evans-Knight,Propriété 15,838,340,,,,,,,,,
3231,Propriété 7,standard,112,,2022-11-10 21:30:00,0 days 10:00:00,2022-11-11 07:30:00,Henry Shaw,2022,2022-11,2022-11-08/2022-11-14,50,2022-11-11,novembre,Henry Shaw,Propriété 7,112,91,,,,,,,,,
101,Propriété 5,standard,762,,2023-12-21 19:30:00,0 days 12:00:00,2023-12-22 07:30:00,Dr Gavin Winter,2023,2023-12,2023-12-19/2023-12-25,60,2023-12-22,décembre,Dr Gavin Winter,Propriété 5,762,340,,,,,,,,,
2585,Propriété 4,standard,97,,2023-02-18 20:10:00,0 days 11:50:00,2023-02-19 08:00:00,Paige Oliver,2023,2023-02,2023-02-14/2023-02-20,55,2023-02-19,février,Paige Oliver,Propriété 4,97,760,,,,,,,,,
2255,Propriété 13,standard,178,,2023-04-04 22:00:00,0 days 09:30:00,2023-04-05 07:30:00,Gerald Stevens,2023,2023-04,2023-04-04/2023-04-10,45,2023-04-05,avril,Gerald Stevens,Propriété 13,178,240,,,,,,,,,
425,Propriété 15,standard,808,,2023-11-01 11:00:00,0 days 08:30:00,2023-11-01 19:30:00,Damien Martin,2023,2023-11,2023-10-31/2023-11-06,48,2023-11-01,novembre,Damien Martin,Propriété 15,808,119,,,,,,,,,
1570,Propriété 17,standard,193,,2023-07-05 06:30:00,0 days 06:00:00,2023-07-05 12:30:00,Craig Gibson,2023,2023-07,2023-07-04/2023-07-10,30,2023-07-05,juillet,Craig Gibson,Propriété 17,193,645,,,,,,,,,
496,Propriété 3,standard,600,,2023-10-24 14:00:00,0 days 06:00:00,2023-10-24 20:00:00,Dr Glen Jackson,2023,2023-10,2023-10-24/2023-10-30,36,2023-10-24,octobre,Dr Glen Jackson,Propriété 3,600,645,,,,,,,,,
3840,Propriété 5,standard,762,,2022-08-11 19:30:00,0 days 12:00:00,2022-08-12 07:30:00,Janet Osborne,2022,2022-08,2022-08-09/2022-08-15,60,2022-08-12,août,Janet Osborne,Propriété 5,762,340,,,,,,,,,
4654,Propriété 21,standard,97,,2022-02-15 20:30:00,0 days 11:00:00,2022-02-16 07:30:00,Henry Shaw,2022,2022-02,2022-02-15/2022-02-21,55,2022-02-16,février,Henry Shaw,Propriété 21,97,760,,,,,,,,,
2663,Propriété 13,annulé hôtel,178,,2023-02-08 22:00:00,0 days 09:30:00,2023-02-09 07:30:00,Gerald Stevens,2023,2023-02,2023-02-07/2023-02-13,45,2023-02-09,février,Gerald Stevens,Propriété 13,178,240,,,,,,,,,
1370,Propriété 14,standard,161,,2023-07-25 20:45:00,0 days 10:30:00,2023-07-26 07:15:00,Janet Osborne,2023,2023-07,2023-07-25/2023-07-31,60,2023-07-26,juillet,Janet Osborne,Propriété 14,161,91,,,,,,,,,
1033,Propriété 7,standard,193,,2023-08-26 14:40:00,0 days 06:50:00,2023-08-26 21:30:00,Mrs Shannon Jones,2023,2023-08,2023-08-22/2023-08-28,30,2023-08-26,août,Mrs Shannon Jones,Propriété 7,193,645,,,,,,,,,
1840,Propriété 7,standard,232,,2023-06-04 10:00:00,0 days 08:00:00,2023-06-04 18:00:00,Timothy Jackson-Swift,2023,2023-06,2023-05-30/2023-06-05,40,2023-06-04,juin,Timothy Jackson-Swift,Propriété 7,232,119,,,,,,,,,
3499,Propriété 7,standard,232,,2022-09-25 10:00:00,0 days 08:00:00,2022-09-25 18:00:00,Bryan Adams,2022,2022-09,2022-09-20/2022-09-26,40,2022-09-25,septembre,Bryan Adams,Propriété 7,232,119,,,,,,,,,
786,Propriété 7,standard,235,,2023-09-21 07:00:00,0 days 07:00:00,2023-09-21 14:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-21,septembre,Mr Jordan Bowen,Propriété 7,235,871,,,,,,,,,
3725,Propriété 18,standard,235,,2022-08-24 08:00:00,0 days 07:00:00,2022-08-24 15:00:00,Rachel Little,2022,2022-08,2022-08-23/2022-08-29,35,2022-08-24,août,Rachel Little,Propriété 18,235,871,,,,,,,,,
2523,Propriété 3,standard,838,,2023-02-25 20:00:00,0 days 12:00:00,2023-02-26 08:00:00,Janet Osborne,2023,2023-02,2023-02-21/2023-02-27,72,2023-02-26,février,Janet Osborne,Propriété 3,838,340,,,,,,,,,
1154,Propriété 4,standard,178,,2023-08-15 22:30:00,0 days 09:30:00,2023-08-16 08:00:00,Kimberley Roberts,2023,2023-08,2023-08-15/2023-08-21,45,2023-08-16,août,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
398,Propriété 17,urgente,112,,2023-11-04 14:00:00,0 days 08:30:00,2023-11-04 22:30:00,Damien Martin,2023,2023-11,2023-10-31/2023-11-06,80,2023-11-04,novembre,Damien Martin,Propriété 17,112,119,,,,,,,,,
1635,Propriété 7,standard,112,,2023-06-28 21:30:00,0 days 10:00:00,2023-06-29 07:30:00,Janet Osborne,2023,2023-06,2023-06-27/2023-07-03,50,2023-06-29,juin,Janet Osborne,Propriété 7,112,91,,,,,,,,,
2688,Propriété 15,annulé hôtel,838,,2023-02-05 19:30:00,0 days 12:00:00,2023-02-06 07:30:00,Stephen Murphy,2023,2023-02,2023-01-31/2023-02-06,72,2023-02-06,février,Stephen Murphy,Propriété 15,838,340,,,,,,,,,
3818,Propriété 5,standard,193,,2022-08-14 07:30:00,0 days 06:00:00,2022-08-14 13:30:00,Rachel Little,2022,2022-08,2022-08-09/2022-08-15,30,2022-08-14,août,Rachel Little,Propriété 5,193,645,,,,,,,,,
4436,Propriété 2,standard,178,,2022-04-29 22:30:00,0 days 09:00:00,2022-04-30 07:30:00,Bryan Adams,2022,2022-04,2022-04-26/2022-05-02,45,2022-04-30,avril,Bryan Adams,Propriété 2,178,240,,,,,,,,,
3658,Propriété 2,standard,232,,2022-08-31 22:30:00,0 days 08:45:00,2022-09-01 07:15:00,William Morgan,2022,2022-09,2022-08-30/2022-09-05,40,2022-09-01,septembre,William Morgan,Propriété 2,232,119,,,,,,,,,
4731,Propriété 18,standard,762,,2022-01-11 20:00:00,0 days 12:00:00,2022-01-12 08:00:00,Gary Smith-Elliott,2022,2022-01,2022-01-11/2022-01-17,60,2022-01-12,janvier,Gary Smith-Elliott,Propriété 18,762,340,,,,,,,,,
2631,Propriété 15,standard,1045,,2023-02-12 22:30:00,0 days 09:15:00,2023-02-13 07:45:00,Stephen Murphy,2023,2023-02,2023-02-07/2023-02-13,54,2023-02-13,février,Stephen Murphy,Propriété 15,1045,240,,,,,,,,,
4531,Propriété 12,standard,232,,2022-03-30 07:00:00,0 days 08:00:00,2022-03-30 15:00:00,Bryan Adams,2022,2022-03,2022-03-29/2022-04-04,40,2022-03-30,mars,Bryan Adams,Propriété 12,232,119,,,,,,,,,
537,Propriété 7,annulé hôtel,235,,2023-10-20 07:00:00,0 days 07:00:00,2023-10-20 14:00:00,Bryan Adams,2023,2023-10,2023-10-17/2023-10-23,35,2023-10-20,octobre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
3689,Propriété 15,annulé hôtel,838,,2022-08-28 19:30:00,0 days 12:00:00,2022-08-29 07:30:00,Patricia Evans-Knight,2022,2022-08,2022-08-23/2022-08-29,72,2022-08-29,août,Patricia Evans-Knight,Propriété 15,838,340,,,,,,,,,
4402,Propriété 7,standard,818,,2022-05-09 16:30:00,0 days 05:00:00,2022-05-09 21:30:00,Bryan Adams,2022,2022-05,2022-05-03/2022-05-09,25,2022-05-09,mai,Bryan Adams,Propriété 7,818,157,,,,,,,,,
3545,Propriété 28,annulé hôtel,425,,2022-09-19 11:30:00,0 days 03:00:00,2022-09-19 14:30:00,Dr Suzanne Lawrence,2022,2022-09,2022-09-13/2022-09-19,9,2022-09-19,septembre,Dr Suzanne Lawrence,Propriété 28,425,495,,,,,,,,,
178,Propriété 15,standard,838,,2023-12-06 20:30:00,0 days 12:00:00,2023-12-07 08:30:00,Linda Williamson,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-07,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
1285,Propriété 14,standard,479,,2023-08-03 20:45:00,0 days 11:00:00,2023-08-04 07:45:00,Kimberley Roberts,2023,2023-08,2023-08-01/2023-08-07,66,2023-08-04,août,Kimberley Roberts,Propriété 14,479,760,,,,,,,,,
4712,Propriété 1,annulé hôtel,1036,,2022-01-20 20:00:00,0 days 12:00:00,2022-01-21 08:00:00,Gary Smith-Elliott,2022,2022-01,2022-01-18/2022-01-24,48,2022-01-21,janvier,Gary Smith-Elliott,Propriété 1,1036,340,,,,,,,,,
3782,Propriété 3,standard,838,,2022-08-18 20:00:00,0 days 12:00:00,2022-08-19 08:00:00,Gerald Stevens,2022,2022-08,2022-08-16/2022-08-22,72,2022-08-19,août,Gerald Stevens,Propriété 3,838,340,,,,,,,,,
3389,Propriété 17,standard,232,,2022-10-14 14:00:00,0 days 08:30:00,2022-10-14 22:30:00,Eileen Martin,2022,2022-10,2022-10-11/2022-10-17,40,2022-10-14,octobre,Eileen Martin,Propriété 17,232,119,,,,,,,,,
1647,Propriété 7,standard,193,,2023-06-27 08:00:00,0 days 06:00:00,2023-06-27 14:00:00,Mr Jordan Bowen,2023,2023-06,2023-06-27/2023-07-03,30,2023-06-27,juin,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
4592,Propriété 1,standard,1036,,2022-03-08 20:00:00,0 days 12:00:00,2022-03-09 08:00:00,Gary Smith-Elliott,2022,2022-03,2022-03-08/2022-03-14,48,2022-03-09,mars,Gary Smith-Elliott,Propriété 1,1036,340,,,,,,,,,
1927,Propriété 3,standard,838,,2023-05-25 20:00:00,0 days 12:00:00,2023-05-26 08:00:00,Janet Osborne,2023,2023-05,2023-05-23/2023-05-29,72,2023-05-26,mai,Janet Osborne,Propriété 3,838,340,,,,,,,,,
2742,Propriété 17,annulé hôtel,193,,2023-01-28 06:30:00,0 days 06:00:00,2023-01-28 12:30:00,Dr Suzanne Lawrence,2023,2023-01,2023-01-24/2023-01-30,30,2023-01-28,janvier,Dr Suzanne Lawrence,Propriété 17,193,645,,,,,,,,,
1774,Propriété 7,standard,112,,2023-06-12 21:30:00,0 days 10:00:00,2023-06-13 07:30:00,Marcus Jones,2023,2023-06,2023-06-13/2023-06-19,50,2023-06-13,juin,Marcus Jones,Propriété 7,112,91,,,,,,,,,
4503,Propriété 2,standard,232,,2022-04-05 07:00:00,0 days 08:30:00,2022-04-05 15:30:00,Bryan Adams,2022,2022-04,2022-04-05/2022-04-11,40,2022-04-05,avril,Bryan Adams,Propriété 2,232,119,,,,,,,,,
2697,Propriété 4,standard,178,,2023-02-03 23:00:00,0 days 09:00:00,2023-02-04 08:00:00,Henry Shaw,2023,2023-02,2023-01-31/2023-02-06,45,2023-02-04,février,Henry Shaw,Propriété 4,178,240,,,,,,,,,
1888,Propriété 22,standard,762,,2023-05-29 20:00:00,0 days 12:00:00,2023-05-30 08:00:00,Henry Shaw,2023,2023-05,2023-05-30/2023-06-05,60,2023-05-30,mai,Henry Shaw,Propriété 22,762,340,,,,,,,,,
2203,Propriété 7,urgente,138,,2023-04-12 08:00:00,0 days 07:00:00,2023-04-12 15:00:00,Bryan Adams,2023,2023-04,2023-04-11/2023-04-17,70,2023-04-12,avril,Bryan Adams,Propriété 7,138,871,,,,,,,,,
4222,Propriété 1,standard,1036,,2022-06-14 20:00:00,0 days 12:00:00,2022-06-15 08:00:00,Gary Smith-Elliott,2022,2022-06,2022-06-14/2022-06-20,48,2022-06-15,juin,Gary Smith-Elliott,Propriété 1,1036,340,,,,,,,,,
1458,Propriété 4,standard,178,,2023-07-15 22:30:00,0 days 09:37:00,2023-07-16 08:07:00,Kimberley Roberts,2023,2023-07,2023-07-11/2023-07-17,45,2023-07-16,juillet,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
4034,Propriété 7,standard,112,,2022-07-13 21:30:00,0 days 10:00:00,2022-07-14 07:30:00,Dr Wayne Evans,2022,2022-07,2022-07-12/2022-07-18,50,2022-07-14,juillet,Dr Wayne Evans,Propriété 7,112,91,,,,,,,,,
3471,Propriété 1,standard,1036,,2022-09-30 20:00:00,0 days 12:00:00,2022-10-01 08:00:00,Gary Smith-Elliott,2022,2022-10,2022-09-27/2022-10-03,48,2022-10-01,octobre,Gary Smith-Elliott,Propriété 1,1036,340,,,,,,,,,
233,Propriété 7,standard,112,,2023-11-27 21:30:00,0 days 10:00:00,2023-11-28 07:30:00,Mr Jordan Bowen,2023,2023-11,2023-11-28/2023-12-04,50,2023-11-28,novembre,Mr Jordan Bowen,Propriété 7,112,91,,,,,,,,,
2950,Propriété 7,standard,193,,2022-12-30 15:00:00,0 days 06:00:00,2022-12-30 21:00:00,Bryan Adams,2022,2022-12,2022-12-27/2023-01-02,30,2022-12-30,décembre,Bryan Adams,Propriété 7,193,645,,,,,,,,,
4343,Propriété 12,standard,193,,2022-05-26 12:00:00,0 days 06:00:00,2022-05-26 18:00:00,Rachel Waters,2022,2022-05,2022-05-24/2022-05-30,30,2022-05-26,mai,Rachel Waters,Propriété 12,193,645,,,,,,,,,
536,Propriété 7,standard,235,,2023-10-20 14:30:00,0 days 07:00:00,2023-10-20 21:30:00,Mr Jordan Bowen,2023,2023-10,2023-10-17/2023-10-23,35,2023-10-20,octobre,Mr Jordan Bowen,Propriété 7,235,871,,,,,,,,,
3096,Propriété 7,standard,112,,2022-12-07 21:30:00,0 days 10:00:00,2022-12-08 07:30:00,Henry Shaw,2022,2022-12,2022-12-06/2022-12-12,50,2022-12-08,décembre,Henry Shaw,Propriété 7,112,91,,,,,,,,,
1562,Propriété 15,annulé hôtel,838,,2023-07-05 19:30:00,0 days 12:00:00,2023-07-06 07:30:00,Stephen Murphy,2023,2023-07,2023-07-04/2023-07-10,72,2023-07-06,juillet,Stephen Murphy,Propriété 15,838,340,,,,,,,,,
2687,Propriété 17,standard,112,,2023-02-05 21:00:00,0 days 10:15:00,2023-02-06 07:15:00,Stewart Green,2023,2023-02,2023-01-31/2023-02-06,50,2023-02-06,février,Stewart Green,Propriété 17,112,91,,,,,,,,,
4111,Propriété 14,standard,479,,2022-07-01 20:00:00,0 days 11:00:00,2022-07-02 07:00:00,Janet Osborne,2022,2022-07,2022-06-28/2022-07-04,66,2022-07-02,juillet,Janet Osborne,Propriété 14,479,760,,,,,,,,,
2260,Propriété 20,standard,758,,2023-04-04 08:00:00,0 days 07:00:00,2023-04-04 15:00:00,Eileen Martin,2023,2023-04,2023-04-04/2023-04-10,42,2023-04-04,avril,Eileen Martin,Propriété 20,758,871,,,,,,,,,
4787,Propriété 2,standard,232,,2021-12-29 22:30:00,0 days 08:45:00,2021-12-30 07:15:00,William Morgan,2021,2021-12,2021-12-28/2022-01-03,40,2021-12-30,décembre,William Morgan,Propriété 2,232,119,,,,,,,,,
580,Propriété 15,standard,838,,2023-10-14 19:30:00,0 days 12:00:00,2023-10-15 07:30:00,Linda Williamson,2023,2023-10,2023-10-10/2023-10-16,72,2023-10-15,octobre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
700,Propriété 7,standard,112,,2023-09-29 21:30:00,0 days 10:00:00,2023-09-30 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-26/2023-10-02,50,2023-09-30,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
4388,Propriété 12,urgente,382,,2022-05-14 08:00:00,0 days 12:00:00,2022-05-14 20:00:00,Karl Jones,2022,2022-05,2022-05-10/2022-05-16,120,2022-05-14,mai,Karl Jones,Propriété 12,382,340,,,,,,,,,
823,Propriété 12,standard,762,,2023-09-16 20:00:00,0 days 12:00:00,2023-09-17 08:00:00,Paige Oliver,2023,2023-09,2023-09-12/2023-09-18,60,2023-09-17,septembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
643,Propriété 1,standard,1036,,2023-10-06 20:00:00,0 days 12:00:00,2023-10-07 08:00:00,Gary Smith-Elliott,2023,2023-10,2023-10-03/2023-10-09,48,2023-10-07,octobre,Gary Smith-Elliott,Propriété 1,1036,340,,,,,,,,,
4420,Propriété 26,standard,762,,2022-05-04 20:00:00,0 days 12:00:00,2022-05-05 08:00:00,Janet Osborne,2022,2022-05,2022-05-03/2022-05-09,60,2022-05-05,mai,Janet Osborne,Propriété 26,762,340,,,,,,,,,
1011,Propriété 17,standard,193,,2023-08-28 06:30:00,0 days 06:00:00,2023-08-28 12:30:00,Craig Gibson,2023,2023-08,2023-08-22/2023-08-28,30,2023-08-28,août,Craig Gibson,Propriété 17,193,645,,,,,,,,,
2133,Propriété 7,standard,818,,2023-04-22 16:00:00,0 days 05:00:00,2023-04-22 21:00:00,Mrs Shannon Jones,2023,2023-04,2023-04-18/2023-04-24,25,2023-04-22,avril,Mrs Shannon Jones,Propriété 7,818,157,,,,,,,,,
3127,Propriété 12,standard,762,,2022-12-01 20:00:00,0 days 12:00:00,2022-12-02 08:00:00,Dr Gavin Winter,2022,2022-12,2022-11-29/2022-12-05,60,2022-12-02,décembre,Dr Gavin Winter,Propriété 12,762,340,,,,,,,,,
3472,Propriété 12,standard,235,,2022-09-30 16:30:00,0 days 07:30:00,2022-10-01 00:00:00,Rachel Waters,2022,2022-10,2022-09-27/2022-10-03,35,2022-10-01,octobre,Rachel Waters,Propriété 12,235,871,,,,,,,,,
1893,Propriété 17,standard,232,,2023-05-29 07:00:00,0 days 08:30:00,2023-05-29 15:30:00,Kimberley Roberts,2023,2023-05,2023-05-23/2023-05-29,40,2023-05-29,mai,Kimberley Roberts,Propriété 17,232,119,,,,,,,,,
4152,Propriété 26,standard,762,,2022-06-24 20:00:00,0 days 12:00:00,2022-06-25 08:00:00,Janet Osborne,2022,2022-06,2022-06-21/2022-06-27,60,2022-06-25,juin,Janet Osborne,Propriété 26,762,340,,,,,,,,,
1041,Propriété 4,standard,178,,2023-08-25 22:30:00,0 days 09:30:00,2023-08-26 08:00:00,Dr Gavin Winter,2023,2023-08,2023-08-22/2023-08-28,45,2023-08-26,août,Dr Gavin Winter,Propriété 4,178,240,,,,,,,,,
4541,Propriété 23,standard,762,,2022-03-27 20:00:00,0 days 12:00:00,2022-03-28 08:00:00,Dr Glen Jackson,2022,2022-03,2022-03-22/2022-03-28,60,2022-03-28,mars,Dr Glen Jackson,Propriété 23,762,340,,,,,,,,,
315,Propriété 7,standard,193,,2023-11-16 15:00:00,0 days 06:00:00,2023-11-16 21:00:00,Bryan Adams,2023,2023-11,2023-11-14/2023-11-20,30,2023-11-16,novembre,Bryan Adams,Propriété 7,193,645,,,,,,,,,
164,Propriété 4,standard,178,,2023-12-08 22:30:00,0 days 09:30:00,2023-12-09 08:00:00,Kimberley Roberts,2023,2023-12,2023-12-05/2023-12-11,45,2023-12-09,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
4065,Propriété 27,standard,838,,2022-07-09 20:00:00,0 days 12:00:00,2022-07-10 08:00:00,Ms Lucy Sheppard,2022,2022-07,2022-07-05/2022-07-11,72,2022-07-10,juillet,Ms Lucy Sheppard,Propriété 27,838,340,,,,,,,,,
316,Propriété 12,standard,193,,2023-11-16 11:00:00,0 days 06:15:00,2023-11-16 17:15:00,Ms Catherine Harris,2023,2023-11,2023-11-14/2023-11-20,30,2023-11-16,novembre,Ms Catherine Harris,Propriété 12,193,645,,,,,,,,,
4671,Propriété 2,standard,232,,2022-02-11 22:30:00,0 days 08:45:00,2022-02-12 07:15:00,William Morgan,2022,2022-02,2022-02-08/2022-02-14,40,2022-02-12,février,William Morgan,Propriété 2,232,119,,,,,,,,,
2881,Propriété 7,standard,232,,2023-01-08 10:00:00,0 days 08:00:00,2023-01-08 18:00:00,Bryan Adams,2023,2023-01,2023-01-03/2023-01-09,40,2023-01-08,janvier,Bryan Adams,Propriété 7,232,119,,,,,,,,,
902,Propriété 1,standard,987,,2023-09-08 19:00:00,0 days 13:00:00,2023-09-09 08:00:00,Patricia Evans-Knight,2023,2023-09,2023-09-05/2023-09-11,52,2023-09-09,septembre,Patricia Evans-Knight,Propriété 1,987,866,,,,,,,,,
